global_wiring_id,component,component_label,local_grid_id,row,col,u,v,center_x,center_y,center_z,cell_size_xy,source_quad_id,source_region,source_palm_grid_id,source_row,source_col,c0_x,c0_y,c0_z,c0_source_quad_id,c0_source_region,c1_x,c1_y,c1_z,c1_source_quad_id,c1_source_region,c2_x,c2_y,c2_z,c2_source_quad_id,c2_source_region,c3_x,c3_y,c3_z,c3_source_quad_id,c3_source_region
381,thumb,??,0,0,0,0.0,0.0,3.379286298384179,1.9181076784467033,1.0799308447017053,0.18906326554038308,6550,thumb,,,,3.253432157409964,1.9631986352788566,1.0491420331610721,6549,thumb,3.3341953415520256,1.7922535374724882,1.1083226658958423,2620,thumb,3.5051404393583945,1.8730167216145497,1.105325263880114,6547,thumb,3.4243772552163327,2.043961819420918,1.0361464292561509,6549,thumb
382,thumb,??,1,0,1,0.5,0.0,3.4600494825262404,1.7471625806403348,1.1204533310630156,0.18906326554038308,2620,thumb,,,,3.3341953415520256,1.7922535374724882,1.1083226658958423,2620,thumb,3.414958525694087,1.6213084396661197,1.1204683042024075,2622,thumb,3.5859036235004558,1.7020716238081812,1.1153487854974102,2623,thumb,3.5051404393583945,1.8730167216145497,1.105325263880114,6547,thumb
383,thumb,??,2,0,2,1.0,0.0,3.540812666668302,1.5762174828339663,1.1018055739928547,0.18906326554038308,2624,thumb,,,,3.414958525694087,1.6213084396661197,1.1204683042024075,2622,thumb,3.495721709836148,1.4503633418597512,1.074648625152546,2981,thumb,3.666666807642517,1.5311265260018128,1.0560621679722106,2627,thumb,3.5859036235004558,1.7020716238081812,1.1153487854974102,2623,thumb
384,thumb,??,3,1,0,0.0,0.08333333333333333,3.5502313961905476,1.9988708625887646,1.078422280912159,0.18906326554038308,6546,thumb,,,,3.4243772552163323,2.043961819420918,1.0361464292561509,6549,thumb,3.505140439358394,1.8730167216145495,1.105325263880114,6547,thumb,3.6760855371647625,1.9537799057566112,1.1082438807564277,6547,thumb,3.5953223530227008,2.12472500356298,1.03318867872607,6548,thumb
385,thumb,??,4,1,1,0.5,0.08333333333333333,3.630994580332609,1.827925764782396,1.1195943803538726,0.18906326554038308,2623,thumb,,,,3.505140439358394,1.8730167216145495,1.105325263880114,6547,thumb,3.5859036235004553,1.702071623808181,1.1153487854974105,2623,thumb,3.756848721306824,1.7828348079502427,1.1156403724946302,2623,thumb,3.6760855371647625,1.9537799057566112,1.1082438807564277,6547,thumb
386,thumb,??,5,1,2,1.0,0.08333333333333333,3.7117577644746707,1.6569806669760276,1.0956219308116746,0.18906326554038308,2625,thumb,,,,3.5859036235004553,1.702071623808181,1.1153487854974105,2623,thumb,3.6666668076425166,1.5311265260018125,1.0560621679722109,2627,thumb,3.837611905448885,1.6118897101438743,1.04853276035209,2627,thumb,3.756848721306824,1.7828348079502427,1.1156403724946302,2623,thumb
387,thumb,??,6,2,0,0.0,0.16666666666666666,3.721176493996916,2.0796340467308263,1.0866244406089856,0.18906326554038308,6545,thumb,,,,3.5953223530227008,2.12472500356298,1.03318867872607,6548,thumb,3.6760855371647625,1.9537799057566112,1.1082438807564277,6547,thumb,3.8470306349711314,2.0345430898986727,1.1264008292378265,6543,thumb,3.7662674508290697,2.205488187705041,1.0453735646618583,6561,thumb
388,thumb,??,7,2,1,0.5,0.16666666666666666,3.8019396781389774,1.9086889489244578,1.1297986746663538,0.18906326554038308,6544,thumb,,,,3.6760855371647625,1.9537799057566112,1.1082438807564277,6547,thumb,3.756848721306824,1.7828348079502427,1.1156403724946302,2623,thumb,3.9277938191131927,1.8635979920923043,1.1308221820493385,6544,thumb,3.8470306349711314,2.0345430898986727,1.1264008292378265,6543,thumb
389,thumb,??,8,2,2,1.0,0.16666666666666666,3.882702862281039,1.7377438511180894,1.099080497418608,0.18906326554038308,2626,thumb,,,,3.756848721306824,1.7828348079502427,1.1156403724946302,2623,thumb,3.837611905448885,1.6118897101438743,1.04853276035209,2627,thumb,4.008557003255254,1.6926528942859358,1.0509821642693573,2628,thumb,3.9277938191131927,1.8635979920923043,1.1308221820493385,6544,thumb
390,thumb,??,9,3,0,0.0,0.25,3.8921215918032845,2.1603972308728876,1.1088433902688555,0.18906326554038308,6562,thumb,,,,3.7662674508290688,2.205488187705041,1.045373564661858,6561,thumb,3.8470306349711305,2.0345430898986727,1.1264008292378267,6543,thumb,4.0179757327775,2.115306274040734,1.1533668530447554,6542,thumb,3.937212548635438,2.2862513718471025,1.070365605062966,2077,thumb
