quad_id_0based,face_id_1based,center_x,center_y,center_z,u,v,sensor_00,sensor_10,sensor_01,sensor_11,weight_00,weight_10,weight_01,weight_11
3225,3226,2.0491079075,2.8421691025,0.75455969575,0.9903030770981162,0.867667169044747,63,64,68,69,0.033072698905487086,0.8195869344680541,0.005714992702048279,0.1416253739244105
3226,3227,1.6703951925,2.8178145875,0.8584946689999999,0.8775367234861863,0.8592619270981023,63,64,68,69,0.47532064406190166,0.49501237656466557,0.01453246199335322,0.015134517380079546
3227,3228,1.47647151,2.80206591,0.89059849075,0.8197935696696512,0.85382673593428,58,59,63,64,0.03346483647026516,0.01296086044981487,0.68736088485113,0.26621341822879
3228,3229,1.2824940375,2.7821040175,0.90822976825,0.7620343992211929,0.8469374779804505,58,59,63,64,0.1359976342792264,0.006877673994466484,0.8158647688360021,0.041259922890305
3229,3230,1.3288649325,2.6099547149999998,0.9189578295,0.7758419016782245,0.7875252277895263,58,59,63,64,0.8738999027087205,0.10074690823791188,0.02273249057838133,0.0026206984749862546
3230,3231,1.5248388625,2.6366479399999996,0.89250896875,0.8341955418223101,0.7967376064577618,58,59,63,64,0.5608657522120662,0.2848077573792679,0.10235208049869317,0.051974409909972694
3231,3232,1.132780315,2.5787261125,0.93368177125,0.7174553029740722,0.7767475974541208,52,53,57,58,0.01634181655416866,0.10919181908814068,0.11383697154954242,0.7606293928081482
3232,3233,1.18728465,2.4104068874999998,0.9664135575,0.7336846369006955,0.7186571854546736,52,53,57,58,0.061267412590833986,0.8775319910437348,0.003994039806383935,0.057206556559047245
3233,3234,1.3853456075,2.4484601025,0.94519689675,0.7926597150682252,0.7317901293430117,53,54,58,59,0.6261163970166306,0.12882179218120643,0.2032447427104686,0.041817068091694325
3234,3235,0.9891374122500001,2.368179915,0.97729283675,0.674683867731,0.7040837923677322,47,48,52,53,0.043028680832073805,0.0997982260196749,0.2582358482439263,0.598937244904325
3235,3236,1.04961660525,2.20247668,1.0214847785,0.6926922888741933,0.6468962120970224,47,48,52,53,0.21626853496312243,0.727184495678564,0.012962309540104312,0.04358465981820929
3236,3237,1.2504057874999999,2.2520939125000004,1.01123859,0.75247972940693,0.6640201352745285,48,49,53,54,0.6967379842284979,0.006980121928102368,0.29334309814378223,0.002938795699617535
3237,3238,1.117241114,2.04440111,1.0729723575,0.7128283153779129,0.5923410952448181,42,43,47,48,0.10515492905118158,0.602069737521365,0.04353180943716676,0.24924352399028668
3238,3239,1.3211441025,2.1015432475,1.0651303524999998,0.7735429298944079,0.6120620172601379,43,44,48,49,0.3905313393089629,0.04060041904910737,0.5152969411134056,0.053571300528524116
3239,3240,1.191337765,1.89060837,1.1239869,0.7348915015799545,0.5392640707449499,37,38,42,43,0.02721360923456265,0.4230894003361388,0.03322038444561922,0.5164766059836793
3240,3241,1.398822725,1.953763575,1.1160137350000001,0.7966726920227343,0.5610602255119382,38,39,43,44,0.11805740035074191,0.027099442482122985,0.695251831558321,0.15959132560881412
3241,3242,1.269246995,1.739040015,1.1718286575,0.7580899299184729,0.4869547270676103,33,34,38,39,0.17672384180119485,0.005909979252261534,0.7909164385249136,0.026449740421630084
3242,3243,1.4797009525,1.8072705275,1.16495809,0.8207551757644568,0.5105024744034148,38,39,43,44,0.6115585029473842,0.24140685540480925,0.10542079399478868,0.04161384765301788
3243,3244,1.3474598525,1.5874993199999998,1.2173346,0.7813787670673509,0.4346549294227924,33,34,38,39,0.8000059141569654,0.11482507392394081,0.07447901757363107,0.010689994345462694
3244,3245,1.55937606,1.6599864975,1.21175015,0.8444794157768722,0.4596717390335309,33,34,38,39,0.3512249835476497,0.21337066998291745,0.27085735334486133,0.16454699312457152
3245,3246,1.4258875549999999,1.432483435,1.2539591225,0.80473157694881,0.3811557725314219,28,29,33,34,0.5184917014407052,0.14532748311938837,0.26258199076405464,0.07359882467585177
3246,3247,1.63732466,1.5082776274999998,1.2494901125,0.8676895670155359,0.4073139007517151,28,29,33,34,0.1575051917603128,0.14010019771567633,0.3717365401775436,0.33065807034646727
3247,3248,1.5060488275000001,1.2732891149999999,1.279598625,0.828600578549977,0.3262145521403951,23,24,28,29,0.2968612406957034,0.1361350293387653,0.38873644510438843,0.17826728486114285
3248,3249,1.7156755625000002,1.3514139975,1.2757923925,0.8910195087554874,0.3531770492160167,23,24,28,29,0.024202958978713194,0.03131835199705254,0.41171900599933714,0.5327596830248971
3249,3250,1.9262135900000001,1.427766265,1.2636390925,0.9537097874746038,0.3795277805490952,28,29,33,34,0.1271334898385742,0.5594775824740928,0.05802736026301068,0.25536156742432226
3250,3251,1.79611853,1.19142178,1.2863788625,0.9149723884962639,0.29796045805549926,23,24,28,29,0.28179973009769993,0.5467538571253101,0.05831071591724427,0.11313569685974564
3251,3252,2.00406444,1.2693873375,1.276118695,0.976890832452429,0.32486796881038527,23,24,28,29,0.041767364915037186,0.41008107173956865,0.05066930527524671,0.49748225807014745
3313,3314,2.02810678,0.41890403625,0.9791565689999999,0.9840497339276493,0.03134876226542662,3,4,8,9,0.035799882735747225,0.5253174455482802,0.028001181553655684,0.410881490162317
3419,3420,-1.2676213674999999,2.1787778125,0.98967521,0.00270627496885552,0.6387172475313566,40,41,45,46,0.057331127635752065,0.0006274069252560149,0.9318437724888258,0.010197692950166065
3420,3421,-1.2620062525,2.3972013600000004,0.990374505,0.004378244297008762,0.7140996874437067,45,46,50,51,0.0025587654143400637,4.5610373766175364e-05,0.9799282573976249,0.017467366814268873
3421,3422,-1.1318696149999998,2.1862471699999997,1.0734429374999999,0.04312802348568101,0.641295075789217,40,41,45,46,0.018096282500226574,0.003772656450736184,0.8093916235570494,0.16873943749198786
3422,3423,-1.1323643625,2.404061795,1.0682782225,0.042980706352339894,0.7164673640750922,50,51,55,56,0.802785133081161,0.1666717698675496,0.025292041509479477,0.005251055541809959
3423,3424,-0.97444531475,2.2008613375,1.1388501525,0.09000303878349619,0.6463387243154263,45,46,50,51,0.6087934674670434,0.342464392116989,0.031194377398971792,0.01754776301699579
