vertex_id_0based,vertex_id_1based,x,y,z,u,v,sensor_00,sensor_10,sensor_01,sensor_11,weight_00,weight_10,weight_01,weight_11
3688,3689,1.59526038,2.72674584,0.870850146,0.8551644119704742,0.8278322370995379,58,59,63,64,0.23773236981111245,0.17261631079535733,0.3416099823069907,0.24804133708653953
3689,3690,1.65022659,2.57133842,0.881164789,0.8715312748405725,0.7741979534603927,53,54,58,59,0.08285135729752184,0.07837729425698044,0.4310235433401883,0.40774780510530945
3690,3691,1.71322513,2.42586255,0.900393844,0.890289862438233,0.7239912511405715,53,54,58,59,0.3792119863734653,0.4849104976585332,0.059628563873602505,0.07624895209439896
3691,3692,1.45307827,2.54221797,0.915581405,0.8128279456768873,0.7641478897311347,53,54,58,59,0.22605109186867756,0.07587845189543653,0.5226371254237732,0.17543333081211276
3692,3693,1.51528978,2.39017725,0.947261214,0.8313521854436776,0.7116755232174903,48,49,53,54,0.02465136907690302,0.011891305878233055,0.6499398891483865,0.3135174358964774
3693,3694,1.58759582,2.24910998,0.992501259,0.8528821952689837,0.6629903190529794,48,49,53,54,0.4226020926091881,0.2955334406490994,0.1658691263148772,0.11599534042683529
3694,3695,1.31692028,2.35036922,0.975130916,0.7722852349642838,0.6979369567311823,48,49,53,54,0.2084797951687448,0.020402810594703977,0.70237926497412,0.06873812926243125
3695,3696,1.38542306,2.20181346,1.02937639,0.792682777499607,0.6466673212911962,48,49,53,54,0.7850336158315572,0.16162388609169612,0.04423527417001475,0.009107223906731987
3696,3697,1.46140838,2.05654645,1.08287573,0.8153083380499985,0.5965327008351681,43,44,48,49,0.47912133841292115,0.16942084989472647,0.25964530938708497,0.09181250230526741
3697,3698,1.66638851,2.1102879,1.04312932,0.8763436846530281,0.6150799759426175,43,44,48,49,0.19235003823996843,0.1965302985633851,0.302275223147919,0.30884444004872746
3698,3699,1.54352057,1.9126966,1.13258517,0.839758249253508,0.5468871713208855,38,39,43,44,0.22022318746544148,0.12335641404216144,0.4207438155205267,0.23567658297187036
3699,3700,1.75153089,1.97680295,1.1051321,0.901695872076789,0.5690115857083731,38,39,43,44,0.01330558171190941,0.020532218370867626,0.37991092998093445,0.5862512699362885
3700,3701,1.62595737,1.76924217,1.18398774,0.8643048170639813,0.49737810934744886,33,34,38,39,0.01992356417722508,0.016782904958490656,0.5228571675668496,0.44043636329743463
3701,3702,1.83699191,1.83827496,1.15500998,0.9271429384668262,0.5212027390804534,38,39,43,44,0.20492116724473547,0.49824048562891626,0.08650707888795989,0.21033126823838838
3702,3703,1.70475423,1.62251163,1.22805905,0.8877675481166468,0.44673839471294197,33,34,38,39,0.33475011094615403,0.4109123630726589,0.11417969658725867,0.1401578293939284
3703,3704,1.91720462,1.69569969,1.20314586,0.9510272562142015,0.47199709322964595,33,34,38,39,0.07679723399724044,0.315243460787716,0.11909374114595365,0.48886556406908993
3704,3705,1.78175795,1.46938241,1.26244199,0.910696349751823,0.39389036455504417,28,29,33,34,0.17344015422461445,0.3120947420047673,0.1837744467680935,0.33069065700252476
3705,3706,1.99351525,1.54434454,1.24306953,0.9737496818051383,0.419761330964592,28,29,33,34,0.012951000468405957,0.11039036602730597,0.09205027231104075,0.7846083611932473
3707,3708,2.06971502,1.38646472,1.26699364,0.9964390974720185,0.36527377144666673,28,29,33,34,0.012622220087168646,0.8735449796594972,0.0016213900247572294,0.11221141022857697
3936,3937,-1.18988037,2.72500777,1.04272437,0.025854610018100296,0.8272323935440327,55,56,60,61,0.3754403815622836,0.04330610882125868,0.5211411783653153,0.0601123312511425
3938,3939,-1.19983709,2.50708723,1.03405523,0.02288987457652695,0.7520235518223459,50,51,55,56,0.428484380789208,0.043185893697948174,0.47995612090468426,0.04837360460815962
3939,3940,-1.06410074,2.51795554,1.10195231,0.06330703681015484,0.755774428204041,50,51,55,56,0.3130154000998826,0.10614260504354389,0.433756452659498,0.14708554219707548
3940,3941,-1.06267178,2.73590398,1.10351217,0.063732527168083,0.8309928987871651,55,56,60,61,0.272769652824179,0.09332976415550932,0.472300238503489,0.16160034451682267
3941,3942,-0.908603728,2.53606606,1.15046191,0.10960817840449112,0.7620247395889955,50,51,55,56,0.186245837864818,0.1454078078892449,0.37532144851721755,0.2930249057287196
3942,3943,-0.915661931,2.75378537,1.14220726,0.10750651193321145,0.8371641327161641,55,56,60,61,0.15942293531833987,0.1202792066553626,0.4105510169488143,0.30974684107748324
3943,3944,-0.733373046,2.56004286,1.16956306,0.16178526216063502,0.7702996243529214,50,51,55,56,0.07614881740901869,0.1396564416500804,0.27671013394844124,0.5074846069924597
3944,3945,-0.746864259,2.77736545,1.15767908,0.15776808809820125,0.8453021012826182,55,56,60,61,0.061157350875726886,0.10461323116761838,0.3077702967314681,0.5264591212251867
3945,3946,-0.547383428,2.58787203,1.15928388,0.2171659510068909,0.7799040409066614,50,51,55,56,0.010683336309827601,0.07066009099691212,0.1206528596626088,0.7980037130306515
3946,3947,-0.562514544,2.80570889,1.14960933,0.2126604757222833,0.8550840029464454,55,56,60,61,0.004305091630067012,0.024518867119697942,0.14505300548079977,0.8261230357694352
3947,3948,-0.358047932,2.61862993,1.1236881,0.27354291604548525,0.7905192221685629,56,57,61,62,0.8448940695288069,0.08783682011131239,0.060934266289252186,0.0063348440706286245
3948,3949,-0.374451816,2.83597994,1.11413014,0.2686584584857408,0.8655311623018659,61,62,66,67,0.8166946130711196,0.06586911470275826,0.10867155298591714,0.008764719240205037
3949,3950,-0.170531496,2.65094185,1.07823479,0.32937823366883157,0.8016707275613258,56,57,61,62,0.53002615295573,0.24658366118570751,0.15246091236894377,0.07092927348961875
3950,3951,-0.188311636,2.8668344,1.06916034,0.32408397901326863,0.8761796683974735,61,62,66,67,0.5161267990084237,0.21735784342694758,0.1875372849385017,0.07897807262612692
3951,3952,0.0188338179,2.6844635,1.03423107,0.385764077352695,0.81323973555433,56,57,61,62,0.28085756169868326,0.33378614054069544,0.17608612889053663,0.20927016887008468
3952,3953,-0.00020820176,2.8985002,1.02655137,0.38009408255871274,0.8871081845446461,61,62,66,67,0.27841454564690576,0.3020708707280478,0.20120912411824327,0.2183054595068032
3953,3954,0.209934592,2.71846652,1.00115061,0.44266667558648853,0.8249748741935761,56,57,61,62,0.10328065452092858,0.3470711067690069,0.1260526431331173,0.42359559557694726
3954,3955,0.188384667,2.92955923,0.992144883,0.43624992123256995,0.8978272919371808,61,62,66,67,0.1097567033959158,0.3206612094835525,0.14524361167380442,0.4243384754467273
3955,3956,0.401517212,2.75142956,0.973757684,0.4997127493440597,0.8363510944343373,56,57,61,62,0.00033445705866595575,0.29075022086061175,0.0008145455650953191,0.708100776515627
3956,3957,0.377859384,2.95937562,0.966015637,0.4926683410306545,0.9081175388144236,61,62,66,67,0.008397812880517167,0.27795664371755174,0.02092882299686488,0.6927167204050663
3957,3958,0.592115939,2.78252912,0.94833976,0.5564658568991246,0.8470841895599922,57,58,62,63,0.10901495423763401,0.031806391922475315,0.6651216181658675,0.19405703567402327
3958,3959,0.56692946,2.98694372,0.943948567,0.548966274010408,0.9176318547640245,62,63,67,68,0.12315650386147324,0.029997529442184152,0.6809784000968948,0.1658675665994478
3959,3960,0.782570601,2.81130481,0.927687109,0.613176067334316,0.8570152695520037,57,58,62,63,0.000977594012634707,0.0008086322593132035,0.5463181366501014,0.4518956370779506
3960,3961,0.755992651,3.01169634,0.924444377,0.6052621568970067,0.926174490900008,62,63,67,68,0.019427944962368607,0.014129182437519424,0.5595234274496046,0.4069194451505073
3961,3962,0.973055243,2.83805084,0.915234447,0.6698952046820384,0.8662458723072717,62,63,67,68,0.27958425194662967,0.5929735357515673,0.040834929325216554,0.08660728297658653
3962,3963,0.945172727,3.03297114,0.912754595,0.6615928437252738,0.9335168601225721,67,68,72,73,0.3291447788595822,0.6016191794244093,0.024483846239322496,0.044752195476686005
3963,3964,1.16482234,2.86142993,0.910780847,0.7269962087279028,0.8743144751081231,62,63,67,68,0.06989447542166714,0.6897028730646103,0.022120689666721555,0.21828196184700097
3964,3965,1.13365948,3.050704,0.905938864,0.7177170851306952,0.9396368333064347,67,68,72,73,0.10912714241016136,0.7359571912997535,0.020004517067057807,0.13491114922302744
3965,3966,1.35886645,2.88046122,0.904702365,0.7847752213089096,0.8808825630789473,63,64,68,69,0.5747742292123141,0.09286988768242428,0.28612488555204724,0.0462309975532143
3966,3967,1.32352269,3.06450963,0.901838183,0.7742511834821489,0.9444014389812286,68,69,73,74,0.7028733236046565,0.0755065306581419,0.20012194246674772,0.021498203270453854
3967,3968,1.550969,2.89476705,0.884401917,0.8419761105979144,0.8858197980186523,63,64,68,69,0.3783236205409219,0.22019920719794667,0.25377193706742035,0.1477052351937111
3968,3969,1.51335263,3.07343793,0.893275678,0.8307753752832387,0.9474827781773583,68,69,73,74,0.497683600629793,0.23755750488719085,0.179214898237252,0.08554399624576416
3969,3970,1.74376118,2.90574884,0.847734451,0.8993823456737419,0.8896098386726027,63,64,68,69,0.21953253192872357,0.32592972665483866,0.18293808537630896,0.2715996560401288
3970,3971,1.70396936,3.07893395,0.871934295,0.8875338434522566,0.9493795672468018,68,69,73,74,0.3188127888139994,0.38987326973077513,0.13105183737697418,0.1602621040782513
3971,3972,1.93566275,2.91369414,0.802356601,0.9565233907038898,0.8923519244352908,63,64,68,69,0.08818326889263975,0.4188897890132893,0.08572316829180102,0.4072037738022699
3972,3973,1.89084125,3.08344388,0.828080058,0.9431772396024747,0.9509360364605155,68,69,73,74,0.15612519128399438,0.5307702982687877,0.07116585030610689,0.24193866014111098
