export_segment,finger,finger_label,source_component,source_row,source_col,segment_row,segment_col,global_wiring_id,component,component_label,local_grid_id,row,col,u,v,center_x,center_y,center_z,cell_size_xy,source_quad_id,source_region,source_palm_grid_id,source_row,source_col,c0_x,c0_y,c0_z,c0_source_quad_id,c0_source_region,c1_x,c1_y,c1_z,c1_source_quad_id,c1_source_region,c2_x,c2_y,c2_z,c2_source_quad_id,c2_source_region,c3_x,c3_y,c3_z,c3_source_quad_id,c3_source_region
finger_to_palm,pinky,??,pinky,0,0,0,0,626,pinky,??,0,0,0,0.0,0.0,-1.1717457525966615,5.790310773723271,1.1731810245271832,0.18906326554038308,6604,pinky,,0,0,-1.2640237646540575,5.693578009474895,1.1156192288091389,6606,pinky,-1.075012988348286,5.698032761665875,1.1818800523221242,6603,pinky,-1.0794677405392652,5.887043537971647,1.2046250804402179,6603,pinky,-1.2684785168450368,5.882588785780667,1.1313451897998434,1512,pinky
finger_to_palm,pinky,??,pinky,0,1,0,1,627,pinky,??,1,0,1,1.0,0.0,-0.9827349762908898,5.79476552591425,1.1874414628190892,0.18906326554038308,2317,pinky,,0,1,-1.075012988348286,5.698032761665875,1.1818800523221242,6603,pinky,-0.8860022120425145,5.702487513856854,1.1333814227489594,2319,pinky,-0.8904569642334937,5.891498290162626,1.1569229848490443,2319,pinky,-1.0794677405392652,5.887043537971647,1.2046250804402179,6603,pinky
finger_to_palm,pinky,??,pinky,1,0,1,0,628,pinky,??,2,1,0,0.0,0.25,-1.1762005047876407,5.979321550029042,1.192647505023414,0.18906326554038308,1515,pinky,,1,0,-1.2684785168450365,5.8825887857806665,1.1313451897998437,1512,pinky,-1.0794677405392652,5.887043537971646,1.2046250804402179,6603,pinky,-1.0839224927302444,6.0760543142774175,1.2200854342997949,6602,pinky,-1.272933269036016,6.071599562086438,1.1451026675832547,1513,pinky
finger_to_palm,pinky,??,pinky,1,1,1,1,629,pinky,??,3,1,1,1.0,0.25,-0.987189728481869,5.983776302220021,1.2034401950297686,0.18906326554038308,2318,pinky,,1,1,-1.0794677405392652,5.887043537971646,1.2046250804402179,6603,pinky,-0.8904569642334937,5.891498290162625,1.1569229848490443,2319,pinky,-0.894911716424473,6.080509066468396,1.1619890630341265,2320,pinky,-1.0839224927302444,6.0760543142774175,1.2200854342997949,6602,pinky
finger_to_palm,pinky,??,pinky,2,0,2,0,630,pinky,??,4,2,0,0.0,0.5,-1.18065525697862,6.168332326334814,1.2108484705523812,0.18906326554038308,1516,pinky,,2,0,-1.272933269036016,6.071599562086438,1.1451026675832547,1513,pinky,-1.0839224927302444,6.0760543142774175,1.2200854342997949,6602,pinky,-1.0883772449212237,6.26506509058319,1.2430790660752287,1518,pinky,-1.2773880212269952,6.26061033839221,1.160608710347364,1514,pinky
finger_to_palm,pinky,??,pinky,2,1,2,1,631,pinky,??,5,2,1,1.0,0.5,-0.9916444806728483,6.172787078525793,1.2198108013566837,0.18906326554038308,6599,pinky,,2,1,-1.0839224927302444,6.0760543142774175,1.2200854342997949,6602,pinky,-0.894911716424473,6.080509066468396,1.1619890630341265,2320,pinky,-0.8993664686154522,6.2695198427741685,1.1840535007597348,2321,pinky,-1.0883772449212237,6.26506509058319,1.2430790660752287,1518,pinky
finger_to_palm,pinky,??,pinky_connection,0,0,0,0,608,pinky_connection,????,0,0,0,0.0,0.0,-1.1412967290661553,3.6992499843510718,1.116890869852432,0.18906326554038308,2401,pinky_connection,,0,0,-1.2358283618363468,3.60471835158088,1.0456295808822087,2851,pinky_connection,-1.0467650962959638,3.60471835158088,1.1521846157708524,2854,pinky_connection,-1.0467650962959638,3.7937816171212635,1.160638392588053,2401,pinky_connection,-1.2358283618363468,3.7937816171212635,1.0534689494441454,2851,pinky_connection
finger_to_palm,pinky,??,pinky_connection,0,1,0,1,609,pinky_connection,????,1,0,1,0.5,0.0,-0.9522334635257722,3.6992499843510718,1.1791879012442334,0.18906326554038308,2402,pinky_connection,,0,1,-1.0467650962959638,3.60471835158088,1.1521846157708524,2854,pinky_connection,-0.8577018307555807,3.60471835158088,1.181496050764143,2405,pinky_connection,-0.8577018307555807,3.7937816171212635,1.1907785959144814,2406,pinky_connection,-1.0467650962959638,3.7937816171212635,1.160638392588053,2401,pinky_connection
finger_to_palm,pinky,??,pinky_connection,0,2,0,2,610,pinky_connection,????,2,0,2,1.0,0.0,-0.7631701979853891,3.6992499843510718,1.1891897891308163,0.18906326554038308,2406,pinky_connection,,0,2,-0.8577018307555806,3.60471835158088,1.181496050764143,2405,pinky_connection,-0.6686385652151976,3.60471835158088,1.173651331717579,2407,pinky_connection,-0.6686385652151976,3.7937816171212635,1.1842081494966274,2408,pinky_connection,-0.8577018307555806,3.7937816171212635,1.1907785959144812,2406,pinky_connection
finger_to_palm,pinky,??,pinky_connection,1,0,1,0,611,pinky_connection,????,3,1,0,0.0,0.2,-1.1412967290661553,3.8883132498914548,1.1175476149071777,0.18906326554038308,2400,pinky_connection,,1,0,-1.2358283618363468,3.793781617121263,1.0534689494441454,2851,pinky_connection,-1.0467650962959638,3.793781617121263,1.160638392588053,2401,pinky_connection,-1.0467650962959638,3.9828448826616465,1.149257683457669,2400,pinky_connection,-1.2358283618363468,3.9828448826616465,1.0494806123948208,2399,pinky_connection
finger_to_palm,pinky,??,pinky_connection,1,1,1,1,612,pinky_connection,????,4,1,1,0.5,0.2,-0.9522334635257722,3.8883132498914548,1.181000379688309,0.18906326554038308,2403,pinky_connection,,1,1,-1.0467650962959638,3.793781617121263,1.160638392588053,2401,pinky_connection,-0.8577018307555807,3.793781617121263,1.1907785959144812,2406,pinky_connection,-0.8577018307555807,3.9828448826616465,1.1833620291151759,1846,pinky_connection,-1.0467650962959638,3.9828448826616465,1.149257683457669,2400,pinky_connection
